M.E.T. [s], Sea Level Altitude [m], Radar Altitude [m], Latitude [deg], Longitude [deg], Surface Velocity [m/s], Orbital Velocity [m/s], Vertical Speed [m/s], Ground Speed [m/s], Apoapsis [m], Time to Apoapsis [s], Periapsis [m], Time to Periapsis [s], Inclination [deg], Mass [t], Max Thrust [kN], Current Thrust [kN], T.W.R., % Terminal Velocity, Trajectory Preferred Pitch [deg], Pitch Command [deg], Vessel Pitch [deg], Heading Command [deg], Vessel Heading [deg], dv Spent [m/s], Dynamic Pressure [kPa]
0.0399999968358316, 111.626987103256, 39.239933013916, -0.0972298607230186, -74.557487487793, 0.00650745303432084, 174.964606007752, 0.00359566084738083, 0.00542385177387708, 94.3053687049542, 0.000368562551159357, -598435.163643695, 275.832531455141, 0.0972301203997382, 162.827270507813, 0, 0, 0, N/A, 90, 90, 89.9299507002225, 90, 232.897548456734, 0, 2.06898251629269E-10
0.979999999486608, 112.743053747225, 40.3560256958008, -0.0972310751676559, -74.5574951171875, 2.64499099665073, 174.967651325998, 2.64488725955549, 0.0234255545199798, 95.8413343763677, 0.271107332060126, -598435.461402641, 276.104121713619, 0.0972533388363558, 161.5625, 2097.66157531738, 2097.4884185791, 1.32344591208905, N/A, 90, 90, 89.8734044537579, 90, 238.719471783259, 12.6988867927273, 2.88081134682986E-05
2.01999999894178, 117.287119643763, 44.9001312255859, -0.0972345322370529, -74.5574951171875, 6.10870080435609, 175.011451137936, 6.10825177372905, 0.0740660912742393, 102.101679894375, 0.626120959586899, -598436.204910224, 276.462929166309, 0.0978028641445037, 160.597869873047, 2097.84238433838, 2097.83738708496, 1.33148250709073, N/A, 90, 90, 89.8170325721405, 90, 227.789402568971, 26.2450865557664, 0.000181153243787975
3.07999999838648, 125.59878013737, 53.211856842041, -0.0972394794225693, -74.557502746582, 9.58855132223323, 175.13092139527, 9.58771639421277, 0.126533802773518, 113.130402108072, 0.982811387108882, -598436.817094726, 276.826782897335, 0.0998787233663482, 159.651428222656, 2098.18161010742, 2098.17376708984, 1.3397757858234, N/A, 90, 90, 89.8504702933952, 90, 217.978051203817, 40.1360376730657, 0.00046570830566852
4.13999999783118, 137.714658779092, 65.3278121948242, -0.0972463861107826, -74.5575180053711, 13.219439472874, 175.349586609103, 13.2185165668294, 0.156204191479391, 129.53202289925, 1.35506144719182, -598437.069793175, 277.210138462153, 0.101731949022347, 158.686782836914, 2098.66947937012, 2098.65860748291, 1.34828218837831, N/A, 90, 90, 89.9117204982128, 90, 220.903082199333, 53.8497402987919, 0.000902321421735715
5.17999999728636, 153.387060930021, 81.0003280639648, -0.09725571423769, -74.5575332641602, 16.8659385226415, 175.642928565424, 16.8649741356672, 0.180359787087021, 150.869037171011, 1.72897877938249, -598437.333215807, 277.598548185, 0.10253625824134, 157.740356445313, 2099.32766723633, 2099.31364440918, 1.35686230713649, N/A, 90, 90, 89.8923919191431, 90, 234.408392526332, 67.6505327268171, 0.00149592997809925
6.23999999673106, 173.309888469987, 100.923301696777, -0.0972676500678062, -74.5575485229492, 20.6699198473251, 176.011106356772, 20.6686694439502, 0.227354154494515, 178.153978745686, 2.11910038834009, -598437.910685209, 278.007036990717, 0.104633199987589, 156.77571105957, 2100.13958740234, 2100.1311340332, 1.36582947414058, N/A, 90, 90, 89.8431003897157, 90, 229.928683794379, 81.8071986139016, 0.00223965783629006
7.27999999618623, 196.821475708392, 124.435066223145, -0.0972812324762344, -74.5575714111328, 24.4889212910991, 176.459153542796, 24.48726259974, 0.285019951976315, 210.549783230759, 2.51085051811447, -598438.531762895, 278.428721657449, 0.108955524751098, 155.811065673828, 2101.12063598633, 2101.10047149658, 1.37486294910587, N/A, 90, 90, 89.8471367720342, 90, 222.273221587171, 95.7876699267548, 0.00317080281194807
8.33999999563093, 224.919804593083, 152.533569335938, -0.0972969979047775, -74.5575942993164, 28.4708312414436, 177.025546970828, 28.4688970926495, 0.33185826325722, 249.505955203902, 2.91945448672965, -598438.93075191, 278.855761526301, 0.113052794793073, 154.864624023438, 2102.27670288086, 2102.25343322754, 1.38431140568087, N/A, 90, 90, 89.886981678721, 90, 221.142183447338, 110.132011214761, 0.00426244548216913
9.39999999507563, 257.288137249532, 184.902160644531, -0.0973151549696922, -74.5576248168945, 32.5444674109599, 177.699697618795, 32.5423569830762, 0.37062251558667, 294.667933058692, 3.33763365426984, -598439.243415052, 279.304787073128, 0.115634649385585, 153.899993896484, 2103.57684326172, 2103.55028533936, 1.39399370997343, N/A, 90, 90, 89.8919498420339, 90, 229.456934658481, 124.301055971337, 0.00556481125030263
